cx,ticker,bid,ask,ts
CI2,PDA,2200.0,3000.0,1761416200623
AI1,PFE,440.0,1140.0,1761416200623
AI1,MPC,2010.0,2210.0,1761416200623
IC1,LIS,450000.0,470000.0,1761416200623
CI1,SWF,150.0,206.0,1761416200623
CI1,IND,3600.0,6000.0,1761416200623
NC1,HAL,275.0,317.0,1761416200623
CI1,NAB,90.0,100.0,1761416200623
AI1,SDR,100000.0,101000.0,1761416200623
NC1,DCL,5800.0,6900.0,1761416200623
AI1,HCP,350.0,360.0,1761416200623
AI1,HOG,7800.0,,1761416200623
IC1,SSC,520.0,609.0,1761416200623
NC1,ZIR,420.0,5000.0,1761416200623
AI1,NAB,,50.0,1761416200623
NC1,MED,1210.0,1370.0,1761416200623
AI1,ABH,43800.0,50000.0,1761416200623
CI1,CBL,91000.0,94000.0,1761416200623
AI1,MAI,300.0,360.0,1761416200623
AI1,LIO,400.0,585.0,1761416200623
IC1,DEC,,15000.0,1761416200623
CI2,EES,,75000.0,1761416200623
AI1,FAN,1910.0,2290.0,1761416200623
CI2,FF,19.0,21.6,1761416200623
CI1,FUN,,250000.0,1761416200623
IC1,GL,265.0,360.0,1761416200623
CI2,MCB,175000.0,,1761416200623
AI1,NV1,136000.0,140000.0,1761416200623
CI1,OS,,50000.0,1761416200623
CI2,PIB,,700.0,1761416200623
AI1,PSH,8000.0,100000.0,1761416200623
NC2,ZIR,,648.0,1761416200623
IC1,BE,,1700.0,1761416200623
IC1,QCR,500000.0,1000000.0,1761416200623
CI1,BAC,,2000.0,1761416200623
IC1,LST,131.0,165.0,1761416200623
IC1,PSH,,9500.0,1761416200623
AI1,TPU,3200.0,3590.0,1761416200623
NC1,HYR,,1740000.0,1761416200623
CI1,GRA,3000.0,3590.0,1761416200623
AI1,AL,950.0,999.0,1761416200623
NC1,DDT,2610.0,2860.0,1761416200623
AI1,MUS,310.0,320.0,1761416200623
AI1,PIB,400.0,700.0,1761416200623
AI1,BWS,22000.0,22800.0,1761416200623
NC1,OVE,138.0,145.0,1761416200623
AI1,RAD,14200.0,15500.0,1761416200623
CI1,MUS,241.0,310.0,1761416200623
CI1,HE,105.0,112.0,1761416200623
IC1,MWF,30.0,480.0,1761416200623
NC1,NF,10400.0,15000.0,1761416200623
CI1,PK,,999.0,1761416200623
NC2,PSH,,13000.0,1761416200623
NC2,PSS,,1600.0,1761416200623
CI2,PWO,,290.0,1761416200623
NC2,PWO,300.0,345.0,1761416200623
NC1,RAG,500000.0,750000.0,1761416200623
IC1,RAM,,2890.0,1761416200623
CI1,LIT,,19900.0,1761416200623
NC1,NCS,36.1,39.0,1761416200623
IC1,MFL,200000.0,299000.0,1761416200623
IC1,IND,3250.0,5450.0,1761416200623
CI1,HSE,13500.0,15500.0,1761416200623
CI2,PT,,480.0,1761416200623
CI1,MLI,17000.0,,1761416200623
NC1,NFI,16.5,17.0,1761416200623
CI1,AGS,,595000.0,1761416200623
CI1,DA,36000.0,50000.0,1761416200623
IC1,LHP,3600.0,4000.0,1761416200623
NC2,PSM,,3000.0,1761416200623
NC2,RAT,145.0,160.0,1761416200623
CI2,RBH,,19500.0,1761416200623
NC2,RBH,,25000.0,1761416200623
NC2,RCO,900.0,1450.0,1761416200623
CI1,RCS,,400000.0,1761416200623
CI1,RCT,750000.0,1300000.0,1761416200623
IC1,RCT,,1200000.0,1761416200623
IC1,BID,,100000.0,1761416200623
CI1,N,107.0,112.0,1761416200623
IC1,NL,4560.0,5850.0,1761416200623
CI1,MEA,3100.0,3500.0,1761416200623
CI1,PIB,200.0,700.0,1761416200623
IC1,TRU,423.0,597.0,1761416200623
CI1,QCR,750000.0,998000.0,1761416200623
IC1,BEA,320.0,440.0,1761416200623
AI1,DCL,6000.0,7200.0,1761416200623
NC1,MUS,300.0,330.0,1761416200623
AI1,WCB,600000.0,698000.0,1761416200623
NC1,ADS,114000.0,120000.0,1761416200623
AI1,FEO,176.0,210.0,1761416200623
NC1,EXO,333.0,350.0,1761416200623
NC1,BEA,301.0,350.0,1761416200623
NC1,NOZ,10000.0,,1761416200623
CI1,LIS,451000.0,475000.0,1761416200623
CI2,LST,,150.0,1761416200623
AI1,RCT,,1100000.0,1761416200623
CI1,RDL,800000.0,1500000.0,1761416200623
NC1,RED,60000.0,61000.0,1761416200623
AI1,RHP,2500.0,3400.0,1761416200623
NC2,ROM,,4500.0,1761416200623
IC1,BL,5500.0,8000.0,1761416200623
IC1,FET,1000.0,3190.0,1761416200623
CI1,RDE,30000.0,40000.0,1761416200623
NC1,SI,1810.0,1830.0,1761416200623
IC1,FFC,240000.0,280000.0,1761416200623
NC2,S,,140.0,1761416200623
NC1,QCR,750000.0,999000.0,1761416200623
AI1,S,187.0,225.0,1761416200623
NC2,SAR,,34000.0,1761416200623
CI1,SIL,600.0,1870.0,1761416200623
CI1,RAD,14100.0,16400.0,1761416200623
IC1,AAR,,14800.0,1761416200623
CI1,CC,650000.0,675000.0,1761416200623
NC2,ES,,1440.0,1761416200623
NC2,GRN,325.0,394.0,1761416200623
CI2,H2O,10.0,40.0,1761416200623
NC1,IDC,11000.0,11100.0,1761416200623
NC2,MPC,,2600.0,1761416200623
NC2,RSE,,29000.0,1761416200623
AI1,RSH,25000.0,38000.0,1761416200623
NC2,RTA,,20000.0,1761416200623
CI1,SA,2900.0,,1761416200623
NC1,SA,,12000.0,1761416200623
CI1,SAL,5000.0,9800.0,1761416200623
NC1,SAL,9000.0,10900.0,1761416200623
AI1,MEA,3100.0,3950.0,1761416200623
CI1,HYR,,1750000.0,1761416200623
CI1,CU,1710.0,2250.0,1761416200623
CI1,RED,60000.0,70000.0,1761416200623
NC1,AEN,989000.0,,1761416200623
NC1,FAL,2350.0,3400.0,1761416200623
IC1,ABH,31000.0,48500.0,1761416200623
CI1,SEN,680.0,740.0,1761416200623
IC1,RBH,14900.0,19500.0,1761416200623
NC2,MEA,,3900.0,1761416200623
CI2,SEN,610.0,,1761416200623
CI2,BRO,,2500.0,1761416200623
IC1,FAN,,2200.0,1761416200623
NC2,H,,105.0,1761416200623
NC2,HOG,,7500.0,1761416200623
IC1,PIB,100.0,659.0,1761416200623
CI1,RAM,2000.0,2750.0,1761416200623
NC2,SCN,,2000.0,1761416200623
CI1,SCR,95.0,175.0,1761416200623
CI2,SCR,,100.0,1761416200623
NC2,SCR,,144.0,1761416200623
CI1,SDR,100000.0,,1761416200623
NC2,SEN,,830.0,1761416200623
CI1,SEQ,14000.0,,1761416200623
CI1,S,123.0,229.0,1761416200623
NC1,MFL,,220000.0,1761416200623
IC1,REA,520.0,670.0,1761416200623
AI1,LD,10900.0,11700.0,1761416200623
CI1,GL,281.0,295.0,1761416200623
NC2,SC,,900.0,1761416200623
AI1,ROM,3950.0,4100.0,1761416200623
IC1,MHL,5250.0,6690.0,1761416200623
CI1,SAR,30000.0,39400.0,1761416200623
NC1,FSE,650000.0,888000.0,1761416200623
CI2,GRN,,400.0,1761416200623
NC1,HCC,600.0,650.0,1761416200623
IC1,HOG,,10000.0,1761416200623
IC1,SEA,50.1,130.0,1761416200623
AI1,RAG,500000.0,700000.0,1761416200623
CI2,FLP,300.0,600.0,1761416200623
NC1,AFR,18000.0,,1761416200623
IC1,APT,,50000.0,1761416200623
CI2,BGC,,600.0,1761416200623
AI1,HCB,2500000.0,3490000.0,1761416200623
NC1,RAM,2550.0,2950.0,1761416200623
CI1,SCB,,80000.0,1761416200623
CI1,SEA,1.0,154.0,1761416200623
NC1,SFL,,95000.0,1761416200623
NC2,SI,,1500.0,1761416200623
NC1,SIL,,3200.0,1761416200623
NC1,WAI,91000.0,94000.0,1761416200623
AI1,RAM,2100.0,3500.0,1761416200623
CI2,RAT,145.0,166.0,1761416200623
CI1,POW,14000.0,16900.0,1761416200623
IC1,SAR,30000.0,32900.0,1761416200623
IC1,SNM,100000.0,109000.0,1761416200623
NC1,SFE,52000.0,57900.0,1761416200623
AI1,PPA,300.0,359.0,1761416200623
AI1,SOL,1200.0,1400.0,1761416200623
CI1,KOM,830.0,850.0,1761416200623
CI2,LHP,,3600.0,1761416200623
CI1,AEN,1000000.0,,1761416200623
CI1,BID,,100000.0,1761416200623
AI1,BND,,225.0,1761416200623
AI1,FUN,160000.0,249000.0,1761416200623
CI2,JUI,,100000.0,1761416200623
NC1,OLF,1100.0,2000.0,1761416200623
IC1,RGO,1000.0,2000.0,1761416200623
AI1,SCB,,150000.0,1761416200623
NC2,SEA,,175.0,1761416200623
CI2,SIO,,140.0,1761416200623
IC1,SOL,710.0,1480.0,1761416200623
NC2,SOL,,1200.0,1761416200623
CI2,SP,,2800.0,1761416200623
NC2,SP,,2560.0,1761416200623
CI1,SRD,70000.0,100000.0,1761416200623
IC1,SRD,70000.0,,1761416200623
IC1,SRP,,20000.0,1761416200623
NC2,SSC,,450.0,1761416200623
CI1,LFL,240000.0,390000.0,1761416200623
AI1,LI,2230.0,2500.0,1761416200623
IC1,BSC,50100.0,50200.0,1761416200623
AI1,LHP,3700.0,4000.0,1761416200623
IC1,MG,81.7,108.0,1761416200623
IC1,SUN,500.0,600.0,1761416200623
AI1,VEG,290.0,319.0,1761416200623
NC1,MAI,370.0,375.0,1761416200623
NC2,SUN,,1000.0,1761416200623
CI2,MHP,,4200.0,1761416200623
NC1,MCB,,334000.0,1761416200623
AI1,LIS,450000.0,475000.0,1761416200623
CI1,AFR,16000.0,,1761416200623
IC1,BOR,500.0,,1761416200623
AI1,JUI,,98000.0,1761416200623
CI2,NR,,600.0,1761416200623
NC2,POW,,15400.0,1761416200623
IC1,PPA,190.0,340.0,1761416200623
NC1,SNM,100000.0,,1761416200623
CI2,STR,,2350.0,1761416200623
CI1,STS,,179000.0,1761416200623
AI1,SU,120000.0,300000.0,1761416200623
NC1,SUD,100000.0,,1761416200623
CI2,SUN,,430.0,1761416200623
NC1,SUN,526.0,669.0,1761416200623
IC1,SFL,,134000.0,1761416200623
IC1,TC,10000.0,,1761416200623
CI2,COF,700.0,1500.0,1761416200623
NC1,AAR,14000.0,16000.0,1761416200623
NC1,PCB,2500.0,2790.0,1761416200623
IC1,TAI,600.0,,1761416200623
CI1,MG,83.0,83.1,1761416200623
NC1,MPC,2000.0,2300.0,1761416200623
AI1,NUT,300.0,369.0,1761416200623
IC1,SOI,425.0,509.0,1761416200623
NC2,STL,,1900.0,1761416200623
NC2,SWF,,240.0,1761416200623
AI1,BOS,3210.0,4850.0,1761416200623
NC2,HD,,2800.0,1761416200623
CI1,IDC,11000.0,11100.0,1761416200623
NC1,SWF,210.0,225.0,1761416200623
AI1,TAC,150000.0,600000.0,1761416200623
CI1,TAC,,475000.0,1761416200623
NC1,TAC,,500000.0,1761416200623
NC2,TC,,7500.0,1761416200623
CI1,TCB,,25000.0,1761416200623
NC1,TCB,,40000.0,1761416200623
CI2,TCL,,3500.0,1761416200623
CI1,TCO,136.0,1000.0,1761416200623
NC2,TCO,,130.0,1761416200623
IC1,TCS,2080.0,3990.0,1761416200623
CI1,EXO,268.0,299.0,1761416200623
CI1,HPR,,800000.0,1761416200623
NC2,TI,,1700.0,1761416200623
AI1,FIM,1920.0,2200.0,1761416200623
CI1,BRM,160.0,788.0,1761416200623
AI1,SEA,135.0,143.0,1761416200623
AI1,NS,280.0,305.0,1761416200623
CI1,MTP,,1740.0,1761416200623
IC1,TCL,2730.0,3390.0,1761416200623
NC1,CUO,420.0,600.0,1761416200623
NC1,TCU,90000.0,,1761416200623
NC2,PFE,500.0,899.0,1761416200623
CI1,FEO,104.0,106.0,1761416200623
AI1,RCS,160000.0,170000.0,1761416200623
NC1,IND,4010.0,4900.0,1761416200623
CI1,AHP,,11900.0,1761416200623
AI1,SI,1740.0,1890.0,1761416200623
CI1,LOG,68000.0,69000.0,1761416200623
NC1,BRS,150000.0,410000.0,1761416200623
IC1,CUO,300.0,696.0,1761416200623
CI1,TI,1600.0,2000.0,1761416200623
IC1,MGS,250.0,475.0,1761416200623
AI1,KV,26000.0,27400.0,1761416200623
CI2,THF,,380.0,1761416200623
NC2,THF,,450.0,1761416200623
NC2,TIO,,220.0,1761416200623
NC1,TK,30000.0,,1761416200623
NC2,TK,,41100.0,1761416200623
IC1,TPU,,3990.0,1761416200623
IC1,NUT,290.0,343.0,1761416200623
AI1,HAB,,135000.0,1761416200623
AI1,SFE,53000.0,58900.0,1761416200623
NC2,TS,,399.0,1761416200623
NC2,TSH,,30000.0,1761416200623
IC1,BWS,,23200.0,1761416200623
CI1,JUI,,100000.0,1761416200623
NC1,TIO,125.0,200.0,1761416200623
IC1,VCB,,840000.0,1761416200623
NC1,TI,1980.0,2190.0,1761416200623
NC2,TRU,,500.0,1761416200623
IC1,GRN,331.0,340.0,1761416200623
NC1,HSS,2100.0,2400.0,1761416200623
CI1,THP,,4690.0,1761416200623
AI1,TCL,3300.0,3850.0,1761416200623
CI1,RCO,1250.0,1390.0,1761416200623
CI1,KV,24000.0,30000.0,1761416200623
IC1,CAF,1300.0,1900.0,1761416200623
AI1,HSE,13000.0,15300.0,1761416200623
CI1,BSE,1620.0,1650.0,1761416200623
CI2,ES,,2000.0,1761416200623
CI2,ALO,,199.0,1761416200623
AI1,FIR,,1300000.0,1761416200623
NC1,MGC,,17000.0,1761416200623
NC2,NFI,10.0,18.0,1761416200623
CI1,NV2,201000.0,350000.0,1761416200623
AI1,STS,,150000.0,1761416200623
CI1,TRA,1800.0,2470.0,1761416200623
NC2,TRN,,515.0,1761416200623
IC1,TS,110.0,118.0,1761416200623
CI2,TSH,,30000.0,1761416200623
CI2,UTS,,5200.0,1761416200623
NC2,UTS,,4640.0,1761416200623
AI1,VCB,,799000.0,1761416200623
AI1,HER,2100.0,2530.0,1761416200623
AI1,C,907.0,975.0,1761416200623
NC1,CC,650000.0,750000.0,1761416200623
CI1,SOI,,600.0,1761416200623
CI1,SI,1720.0,1830.0,1761416200623
IC1,WAL,,6980.0,1761416200623
IC1,VG,1990.0,2420.0,1761416200623
NC1,LTA,3550.0,3900.0,1761416200623
NC1,MWF,210.0,300.0,1761416200623
NC2,NL,,5960.0,1761416200623
NC1,I,900.0,1030.0,1761416200623
IC1,SFE,50000.0,57900.0,1761416200623
NC1,AHP,8600.0,10000.0,1761416200623
CI1,REA,579.0,845.0,1761416200623
CI1,SOL,750.0,1200.0,1761416200623
NC1,STS,120000.0,170000.0,1761416200623
AI1,THP,4700.0,4800.0,1761416200623
NC2,TRA,,2000.0,1761416200623
IC1,VIT,,775.0,1761416200623
AI1,VSC,,31000.0,1761416200623
CI1,VSC,,40000.0,1761416200623
NC1,VSC,,30000.0,1761416200623
AI1,W,8200.0,10000.0,1761416200623
IC1,WAI,,90000.0,1761416200623
CI1,LHP,2810.0,4360.0,1761416200623
AI1,LOG,68000.0,68100.0,1761416200623
NC1,SOI,445.0,485.0,1761416200623
NC1,VIT,,740.0,1761416200623
IC1,LTA,3600.0,3900.0,1761416200623
AI1,COT,3400.0,3490.0,1761416200623
NC2,WIN,,6480.0,1761416200623
AI1,AIR,200000.0,220000.0,1761416200623
CI1,MFL,,200000.0,1761416200623
CI1,VG,2000.0,2420.0,1761416200623
AI1,LFL,250000.0,474000.0,1761416200623
NC1,SOL,1210.0,1500.0,1761416200623
IC1,BGS,1.0,199000.0,1761416200623
CI2,MEA,,4000.0,1761416200623
IC1,BR2,,900000.0,1761416200623
IC1,CBU,360000.0,380000.0,1761416200623
NC1,CCD,80000.0,80100.0,1761416200623
CI1,TK,,40000.0,1761416200623
CI1,TPU,2300.0,4000.0,1761416200623
NC1,THP,5000.0,7000.0,1761416200623
NC1,WM,,11500.0,1761416200623
NC1,WOR,,160000.0,1761416200623
IC1,WR,140000.0,,1761416200623
CI2,WS,,6000.0,1761416200623
NC2,WS,,5000.0,1761416200623
AI1,NR,331.0,350.0,1761416200623
IC1,CQM,800000.0,1290000.0,1761416200623
IC1,ZR,,12000.0,1761416200623
AI1,REA,650.0,749.0,1761416200623
NC1,LFE,150000.0,174000.0,1761416200623
AI1,SEN,850.0,870.0,1761416200623
NC1,SFK,84.0,88.0,1761416200623
CI1,WAL,3000.0,6000.0,1761416200623
IC1,KOM,725.0,750.0,1761416200623
AI1,WAL,3020.0,6000.0,1761416200623
IC1,TA,,9500.0,1761416200623
CI1,NOZ,,75000.0,1761416200623
IC1,OFF,76.0,87.8,1761416200623
NC1,SDR,100000.0,,1761416200623
NC2,MFK,,200.0,1761416200623
NC2,RG,,900.0,1761416200623
NC2,BGO,,2500.0,1761416200623
AI1,CQS,,896000.0,1761416200623
IC1,DRF,5000.0,6500.0,1761416200623
IC1,HD,,2790.0,1761416200623
IC1,S,130.0,150.0,1761416200623
NC2,TA,,10400.0,1761416200623
CI1,TAI,500.0,5000.0,1761416200623
NC1,TUB,177.0,190.0,1761416200623
AI1,TC,7500.0,8390.0,1761416200623
AI1,WOR,,149000.0,1761416200623
NC1,WIN,6010.0,6690.0,1761416200623
CI2,SF,14.0,15.9,1761416200623
CI1,ALG,255.0,309.0,1761416200623
CI1,FF,17.4,18.0,1761416200623
CI1,PSM,2350.0,2470.0,1761416200623
AI1,BGO,2010.0,2400.0,1761416200623
IC1,SWF,205.0,249.0,1761416200623
NC1,WAL,3900.0,5600.0,1761416200623
AI1,H2O,39.9,40.0,1761416200623
AI1,SWF,170.0,200.0,1761416200623
CI1,TCS,2150.0,3740.0,1761416200623
CI2,WAI,,100000.0,1761416200623
AI1,WS,4500.0,4700.0,1761416200623
IC1,WS,3510.0,5300.0,1761416200623
AI1,ALE,1250.0,1350.0,1761416200623
NC1,CBU,360000.0,400000.0,1761416200623
CI1,MSL,100000.0,225000.0,1761416200623
AI1,SNM,100000.0,110000.0,1761416200623
NC2,AMM,90.0,100.0,1761416200623
IC1,MFK,250.0,274.0,1761416200623
NC1,PSM,2400.0,2690.0,1761416200623
NC2,ALO,201.0,280.0,1761416200623
CI1,WAI,92000.0,100000.0,1761416200623
NC1,LFL,250000.0,353000.0,1761416200623
CI1,REP,695.0,749.0,1761416200623
AI1,MFK,250.0,274.0,1761416200623
NC1,MSL,180000.0,194000.0,1761416200623
NC1,WCB,500000.0,690000.0,1761416200623
AI1,BOR,300.0,450.0,1761416200623
NC1,MTC,0.5,3000.0,1761416200623
NC2,AUO,,270.0,1761416200623
CI1,CF,4600.0,7000.0,1761416200623
CI1,HOG,6200.0,8000.0,1761416200623
CI2,TA,8000.0,,1761416200623
AI1,TK,,45000.0,1761416200623
IC1,RG,920.0,1120.0,1761416200623
IC1,RAT,153.0,154.0,1761416200623
NC1,MGS,214.0,380.0,1761416200623
CI1,MAI,310.0,335.0,1761416200623
AI1,SAL,8050.0,8750.0,1761416200623
AI1,PCB,2500.0,2600.0,1761416200623
NC1,BDE,2210.0,2330.0,1761416200623
AI1,RCO,1100.0,1290.0,1761416200623
NC2,ALE,,1000.0,1761416200623
CI1,CBS,42000.0,43000.0,1761416200623
CI1,TC,2250.0,19000.0,1761416200623
NC2,GC,,399.0,1761416200623
NC1,MAG,170.0,299.0,1761416200623
AI1,NN,57000.0,58000.0,1761416200623
CI1,OLF,,2000.0,1761416200623
NC2,TCS,,2600.0,1761416200623
CI2,TUB,,270.0,1761416200623
CI2,WIN,,15000.0,1761416200623
NC1,ROM,3800.0,4050.0,1761416200623
NC1,WR,140000.0,150000.0,1761416200623
AI1,VG,1750.0,2480.0,1761416200623
CI1,RHP,,4670.0,1761416200623
AI1,NL,5400.0,6950.0,1761416200623
NC1,F,1610.0,2900.0,1761416200623
IC1,HCP,314.0,339.0,1761416200623
NC1,RDE,29400.0,34400.0,1761416200623
AI1,CLI,105.0,220.0,1761416200623
CI1,HSS,1910.0,2390.0,1761416200623
AI1,APT,12200.0,18000.0,1761416200623
IC1,SI,1710.0,1950.0,1761416200623
IC1,PSL,3730.0,4550.0,1761416200623
IC1,H,96.0,106.0,1761416200623
AI1,SC,661.0,830.0,1761416200623
AI1,UTS,6000.0,6730.0,1761416200623
IC1,O,88.0,97.6,1761416200623
IC1,STR,1750.0,1920.0,1761416200623
CI1,GNZ,,45000.0,1761416200623
CI1,HCB,,3900000.0,1761416200623
IC1,NE,190.0,200.0,1761416200623
NC1,HCB,3000000.0,3500000.0,1761416200623
IC1,TRN,301.0,448.0,1761416200623
NC2,ZR,,15200.0,1761416200623
IC1,HAL,267.0,340.0,1761416200623
NC1,GRN,360.0,370.0,1761416200623
CI1,APT,,25000.0,1761416200623
NC2,CU,,2250.0,1761416200623
NC1,HD,2000.0,2800.0,1761416200623
IC1,ALO,180.0,198.0,1761416200623
AI1,SP,2510.0,2700.0,1761416200623
AI1,HSS,2210.0,3280.0,1761416200623
CI1,CUO,650.0,789.0,1761416200623
AI1,CU,1900.0,2270.0,1761416200623
CI1,GEN,,220000.0,1761416200623
CI1,WM,6000.0,44000.0,1761416200623
NC1,TRN,422.0,455.0,1761416200623
CI1,NFI,16.0,17.4,1761416200623
IC1,WIN,5600.0,5900.0,1761416200623
AI1,MSL,180000.0,199000.0,1761416200623
CI1,VEG,250.0,260.0,1761416200623
CI1,NUT,223.0,250.0,1761416200623
IC1,ES,1110.0,1630.0,1761416200623
AI1,CBS,42100.0,43000.0,1761416200623
NC1,AGS,500000.0,600000.0,1761416200623
AI1,TI,2120.0,2400.0,1761416200623
AI1,ALG,290.0,304.0,1761416200623
CI2,BE,,2900.0,1761416200623
NC2,BE,,1700.0,1761416200623
AI1,CBM,65000.0,,1761416200623
NC2,CBS,,43000.0,1761416200623
CI2,CUO,164.0,,1761416200623
NC2,CUO,,600.0,1761416200623
CI1,GC,210.0,370.0,1761416200623
NC1,LIT,,18800.0,1761416200623
AI1,WR,140000.0,150000.0,1761416200623
IC1,RSH,,39000.0,1761416200623
IC1,CA,100.0,900.0,1761416200623
NC1,PWO,412.0,424.0,1761416200623
CI1,FFC,240000.0,300000.0,1761416200623
IC1,LCR,1800.0,,1761416200623
CI1,EPO,156.0,173.0,1761416200623
AI1,CAF,1150.0,1390.0,1761416200623
NC1,CF,6200.0,6950.0,1761416200623
AI1,HMS,1710.0,2020.0,1761416200623
IC1,RSI,,725.0,1761416200623
AI1,LSL,,499000.0,1761416200623
NC1,SC,700.0,788.0,1761416200623
NC1,HE,104.0,113.0,1761416200623
AI1,REP,711.0,745.0,1761416200623
NC1,RTA,12500.0,16000.0,1761416200623
IC1,PE,10.3,11.8,1761416200623
CI1,AUO,535.0,555.0,1761416200623
IC1,BGO,2010.0,2390.0,1761416200623
IC1,PSS,1000.0,1340.0,1761416200623
CI1,BFR,,6390.0,1761416200623
NC1,BGS,,199000.0,1761416200623
AI1,ENG,850000.0,1100000.0,1761416200623
AI1,OS,45000.0,47000.0,1761416200623
AI1,RED,60000.0,70000.0,1761416200623
NC2,RSH,,40000.0,1761416200623
CI2,RTA,,17300.0,1761416200623
CI1,NS,240.0,265.0,1761416200623
AI1,MFL,198000.0,238000.0,1761416200623
CI1,HMS,1690.0,2000.0,1761416200623
IC1,GC,380.0,400.0,1761416200623
NC1,ALE,1370.0,1460.0,1761416200623
AI1,BAC,1600.0,1970.0,1761416200623
CI2,TRU,,600.0,1761416200623
NC1,SCN,2040.0,2400.0,1761416200623
NC1,RSE,22400.0,26500.0,1761416200623
NC1,BGO,2040.0,2100.0,1761416200623
IC1,HMS,1600.0,1900.0,1761416200623
CI1,WIN,5900.0,6300.0,1761416200623
CI1,PE,10.4,10.8,1761416200623
AI1,HPC,25000.0,26000.0,1761416200623
AI1,CUO,528.0,600.0,1761416200623
CI1,PFE,,1100.0,1761416200623
NC2,HSS,,2400.0,1761416200623
NC1,IMM,110000.0,119000.0,1761416200623
AI1,MGC,,16000.0,1761416200623
NC1,PIB,500.0,700.0,1761416200623
NC1,REA,651.0,740.0,1761416200623
AI1,TS,155.0,598.0,1761416200623
AI1,TUB,,178.0,1761416200623
IC1,BAI,17000.0,20000.0,1761416200623
NC1,MCG,34.1,36.0,1761416200623
AI1,SCR,96.0,220.0,1761416200623
CI1,TA,8000.0,10500.0,1761416200623
AI1,SSC,482.0,544.0,1761416200623
NC1,ALO,234.0,300.0,1761416200623
NC1,NUT,370.0,375.0,1761416200623
CI1,INS,150.0,157.0,1761416200623
NC1,PG,41.0,48.3,1761416200623
IC1,COF,715.0,750.0,1761416200623
AI1,HAL,251.0,268.0,1761416200623
AI1,AMM,126.0,149.0,1761416200623
IC1,PT,470.0,519.0,1761416200623
AI1,NV2,205000.0,249000.0,1761416200623
IC1,JUI,,30000.0,1761416200623
CI1,MTC,,3690.0,1761416200623
IC1,MED,1130.0,1310.0,1761416200623
IC1,AHP,9000.0,17700.0,1761416200623
CI2,BBH,2000.0,2500.0,1761416200623
NC1,BWS,18000.0,23200.0,1761416200623
CI2,HSE,,12000.0,1761416200623
CI1,LC,,5000.0,1761416200623
IC1,NV2,201000.0,375000.0,1761416200623
AI1,SAR,32000.0,33500.0,1761416200623
CI2,SC,800.0,1410.0,1761416200623
AI1,OVE,141.0,144.0,1761416200623
IC1,RCO,910.0,990.0,1761416200623
IC1,TI,1200.0,2100.0,1761416200623
IC1,FIM,1730.0,1890.0,1761416200623
NC1,FLP,600.0,657.0,1761416200623
CI2,HAL,151.0,225.0,1761416200623
AI1,RSE,24400.0,28800.0,1761416200623
NC1,AUO,400.0,450.0,1761416200623
AI1,DCS,1710.0,1880.0,1761416200623
CI1,AMM,110.0,119.0,1761416200623
AI1,COM,101000.0,119000.0,1761416200623
NC1,AIR,200000.0,240000.0,1761416200623
NC1,NG,880.0,1000.0,1761416200623
CI1,H,110.0,115.0,1761416200623
NC1,LSE,9380.0,10300.0,1761416200623
CI1,CLI,130.0,200.0,1761416200623
AI1,ATA,25500.0,29200.0,1761416200623
AI1,BCO,731.0,770.0,1761416200623
AI1,FE,953.0,980.0,1761416200623
NC1,RSH,24500.0,32400.0,1761416200623
NC2,PDA,,2400.0,1761416200623
NC2,SIL,,3500.0,1761416200623
NC1,TS,60.0,160.0,1761416200623
IC1,BMF,25000.0,39000.0,1761416200623
AI1,BDE,2300.0,2350.0,1761416200623
NC1,KV,27400.0,31100.0,1761416200623
IC1,HE,76.0,127.0,1761416200623
CI1,SFK,101.0,120.0,1761416200623
CI1,RAT,156.0,163.0,1761416200623
CI1,BWS,,22900.0,1761416200623
NC1,SAR,31000.0,32400.0,1761416200623
CI1,TS,150.0,200.0,1761416200623
CI1,FLP,429.0,595.0,1761416200623
NC1,CAP,235.0,275.0,1761416200623
NC1,SEA,150.0,165.0,1761416200623
IC1,SIO,115.0,125.0,1761416200623
CI2,TCS,,3600.0,1761416200623
NC1,LU,90100.0,120000.0,1761416200623
AI1,RSI,,1550.0,1761416200623
CI1,ROM,4100.0,4690.0,1761416200623
NC2,CAF,1000.0,,1761416200623
CI1,CAP,,399.0,1761416200623
NC1,STR,1750.0,2920.0,1761416200623
NC2,STR,,1950.0,1761416200623
IC1,SUD,100000.0,,1761416200623
NC1,TAI,700.0,1000.0,1761416200623
IC1,THP,,4550.0,1761416200623
NC1,RGO,1800.0,2100.0,1761416200623
IC1,NA,25.0,25.1,1761416200623
IC1,EDC,8000.0,11200.0,1761416200623
IC1,AUO,140.0,350.0,1761416200623
AI1,BMF,27000.0,30900.0,1761416200623
CI2,C,601.0,1000.0,1761416200623
IC1,CL,2780.0,3390.0,1761416200623
NC1,RG,900.0,1060.0,1761416200623
CI1,NA,25.0,25.5,1761416200623
NC1,MG,91.0,105.0,1761416200623
NC1,MEA,3100.0,3540.0,1761416200623
AI1,SIO,80.0,110.0,1761416200623
NC2,SOI,,750.0,1761416200623
NC1,BRP,,5400.0,1761416200623
CI1,HEX,1000.0,2000.0,1761416200623
NC2,LSE,8000.0,10300.0,1761416200623
NC2,PE,,9.8,1761416200623
NC1,POW,15100.0,15900.0,1761416200623
NC1,SSL,,45000.0,1761416200623
NC1,TCO,500.0,1200.0,1761416200623
