ContractNaturalId,PlanetNaturalId,PlanetName,CreatorCompanyName,CreatorCompanyCode,MaterialName,MaterialTicker,MaterialCategory,MaterialWeight,MaterialVolume,MaterialAmount,Price,PriceCurrency,DeliveryTime,CreationTimeEpochMs,ExpiryTimeEpochMs,MinimumRating
31297,FK-794b,Boucher,Vox Lunaris,VLNS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,160000.0,AIC,5,1761396852100,1763124852100,
31291,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394717362,1763986717362,
31290,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394715389,1763986715389,
31289,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394712538,1763986712538,
31288,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394710901,1763986710901,
31287,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394707367,1763986707367,
31286,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394705582,1763986705582,
31285,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394703768,1763986703768,
31284,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394701847,1763986701847,
31283,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394700289,1763986700289,
31282,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394698446,1763986698446,
31281,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394696915,1763986696915,
31280,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394695101,1763986695101,
31279,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394694115,1763986694115,
31278,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394692612,1763986692612,
31277,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394690588,1763986690588,
31276,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394689539,1763986689539,
31275,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394687521,1763986687521,
31274,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394686420,1763986686420,
31273,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394682988,1763986682988,
31272,FK-794b,Boucher,ACE-TAFFY,CFM,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2500.0,75000.0,ICA,1,1761394681815,1763986681815,
31235,FK-794b,Boucher,Poor Decisions Co,PDC,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,150000.0,AIC,3,1761162213657,1762026213657,
31181,FK-794b,Boucher,Ascensus,ACS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,155000.0,NCC,1,1760902583982,1761766583982,
31180,FK-794b,Boucher,Ascensus,ACS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,155000.0,NCC,1,1760902583412,1761766583412,
31179,FK-794b,Boucher,Ascensus,ACS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,155000.0,NCC,1,1760902582775,1761766582775,
31178,FK-794b,Boucher,Ascensus,ACS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,155000.0,NCC,1,1760902580969,1761766580969,
31177,FK-794b,Boucher,Ascensus,ACS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,155000.0,NCC,1,1760902579754,1761766579754,
31140,FK-794b,Boucher,Ascensus,ACS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,290000.0,NCC,1,1760711438873,1761575438873,
31139,FK-794b,Boucher,Ascensus,ACS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,290000.0,NCC,1,1760711436305,1761575436305,
